reference-system-code;reference-system-code-label;reference-system-code-ref
WGS 84 / UTM zone 4S (EPSG:32704);EPSG:32704;http://www.opengis.net/def/crs/EPSG/0/32704
WGS 84 / UTM zone 5S (EPSG:32705);EPSG:32705;http://www.opengis.net/def/crs/EPSG/0/32705
WGS 84 / UTM zone 6S (EPSG:32706);EPSG:32706;http://www.opengis.net/def/crs/EPSG/0/32706
WGS 84 / UTM zone 7S (EPSG:32707);EPSG:32707;http://www.opengis.net/def/crs/EPSG/0/32707
WGS 84 / UTM zone 8S (EPSG:32708);EPSG:32708;http://www.opengis.net/def/crs/EPSG/0/32708
WGS 84 / UTM zone 9S (EPSG:32709);EPSG:32709;http://www.opengis.net/def/crs/EPSG/0/32709
WGS 84 / SCAR IMW ST45-48 (EPSG:3271);EPSG:3271;http://www.opengis.net/def/crs/EPSG/0/3271
WGS 84 / UTM zone 10S (EPSG:32710);EPSG:32710;http://www.opengis.net/def/crs/EPSG/0/32710
WGS 84 / UTM zone 11S (EPSG:32711);EPSG:32711;http://www.opengis.net/def/crs/EPSG/0/32711
WGS 84 / UTM zone 12S (EPSG:32712);EPSG:32712;http://www.opengis.net/def/crs/EPSG/0/32712
WGS 84 / UTM zone 13S (EPSG:32713);EPSG:32713;http://www.opengis.net/def/crs/EPSG/0/32713
WGS 84 / UTM zone 14S (EPSG:32714);EPSG:32714;http://www.opengis.net/def/crs/EPSG/0/32714
WGS 84 / UTM zone 15S (EPSG:32715);EPSG:32715;http://www.opengis.net/def/crs/EPSG/0/32715
WGS 84 / UTM zone 16S (EPSG:32716);EPSG:32716;http://www.opengis.net/def/crs/EPSG/0/32716
WGS 84 / UTM zone 17S (EPSG:32717);EPSG:32717;http://www.opengis.net/def/crs/EPSG/0/32717
WGS 84 / UTM zone 18S (EPSG:32718);EPSG:32718;http://www.opengis.net/def/crs/EPSG/0/32718
WGS 84 / UTM zone 19S (EPSG:32719);EPSG:32719;http://www.opengis.net/def/crs/EPSG/0/32719
WGS 84 / SCAR IMW ST49-52 (EPSG:3272);EPSG:3272;http://www.opengis.net/def/crs/EPSG/0/3272
WGS 84 / UTM zone 20S (EPSG:32720);EPSG:32720;http://www.opengis.net/def/crs/EPSG/0/32720
WGS 84 / UTM zone 21S (EPSG:32721);EPSG:32721;http://www.opengis.net/def/crs/EPSG/0/32721
WGS 84 / UTM zone 22S (EPSG:32722);EPSG:32722;http://www.opengis.net/def/crs/EPSG/0/32722
WGS 84 / UTM zone 23S (EPSG:32723);EPSG:32723;http://www.opengis.net/def/crs/EPSG/0/32723
WGS 84 / UTM zone 24S (EPSG:32724);EPSG:32724;http://www.opengis.net/def/crs/EPSG/0/32724
WGS 84 / UTM zone 25S (EPSG:32725);EPSG:32725;http://www.opengis.net/def/crs/EPSG/0/32725
WGS 84 / UTM zone 26S (EPSG:32726);EPSG:32726;http://www.opengis.net/def/crs/EPSG/0/32726
WGS 84 / UTM zone 27S (EPSG:32727);EPSG:32727;http://www.opengis.net/def/crs/EPSG/0/32727
WGS 84 / UTM zone 28S (EPSG:32728);EPSG:32728;http://www.opengis.net/def/crs/EPSG/0/32728
WGS 84 / UTM zone 29S (EPSG:32729);EPSG:32729;http://www.opengis.net/def/crs/EPSG/0/32729
WGS 84 / SCAR IMW ST53-56 (EPSG:3273);EPSG:3273;http://www.opengis.net/def/crs/EPSG/0/3273
WGS 84 / UTM zone 30S (EPSG:32730);EPSG:32730;http://www.opengis.net/def/crs/EPSG/0/32730
WGS 84 / UTM zone 31S (EPSG:32731);EPSG:32731;http://www.opengis.net/def/crs/EPSG/0/32731
WGS 84 / UTM zone 32S (EPSG:32732);EPSG:32732;http://www.opengis.net/def/crs/EPSG/0/32732
WGS 84 / UTM zone 33S (EPSG:32733);EPSG:32733;http://www.opengis.net/def/crs/EPSG/0/32733
WGS 84 / UTM zone 34S (EPSG:32734);EPSG:32734;http://www.opengis.net/def/crs/EPSG/0/32734
WGS 84 / UTM zone 35S (EPSG:32735);EPSG:32735;http://www.opengis.net/def/crs/EPSG/0/32735
WGS 84 / UTM zone 36S (EPSG:32736);EPSG:32736;http://www.opengis.net/def/crs/EPSG/0/32736
WGS 84 / UTM zone 37S (EPSG:32737);EPSG:32737;http://www.opengis.net/def/crs/EPSG/0/32737
WGS 84 / UTM zone 38S (EPSG:32738);EPSG:32738;http://www.opengis.net/def/crs/EPSG/0/32738
WGS 84 / UTM zone 39S (EPSG:32739);EPSG:32739;http://www.opengis.net/def/crs/EPSG/0/32739
WGS 84 / SCAR IMW ST57-60 (EPSG:3274);EPSG:3274;http://www.opengis.net/def/crs/EPSG/0/3274
WGS 84 / UTM zone 40S (EPSG:32740);EPSG:32740;http://www.opengis.net/def/crs/EPSG/0/32740
WGS 84 / UTM zone 41S (EPSG:32741);EPSG:32741;http://www.opengis.net/def/crs/EPSG/0/32741
WGS 84 / UTM zone 42S (EPSG:32742);EPSG:32742;http://www.opengis.net/def/crs/EPSG/0/32742
WGS 84 / UTM zone 43S (EPSG:32743);EPSG:32743;http://www.opengis.net/def/crs/EPSG/0/32743
WGS 84 / UTM zone 44S (EPSG:32744);EPSG:32744;http://www.opengis.net/def/crs/EPSG/0/32744
WGS 84 / UTM zone 45S (EPSG:32745);EPSG:32745;http://www.opengis.net/def/crs/EPSG/0/32745
WGS 84 / UTM zone 46S (EPSG:32746);EPSG:32746;http://www.opengis.net/def/crs/EPSG/0/32746
WGS 84 / UTM zone 47S (EPSG:32747);EPSG:32747;http://www.opengis.net/def/crs/EPSG/0/32747
WGS 84 / UTM zone 48S (EPSG:32748);EPSG:32748;http://www.opengis.net/def/crs/EPSG/0/32748
WGS 84 / UTM zone 49S (EPSG:32749);EPSG:32749;http://www.opengis.net/def/crs/EPSG/0/32749
WGS 84 / SCAR IMW SU01-05 (EPSG:3275);EPSG:3275;http://www.opengis.net/def/crs/EPSG/0/3275
WGS 84 / UTM zone 50S (EPSG:32750);EPSG:32750;http://www.opengis.net/def/crs/EPSG/0/32750
WGS 84 / UTM zone 51S (EPSG:32751);EPSG:32751;http://www.opengis.net/def/crs/EPSG/0/32751
WGS 84 / UTM zone 52S (EPSG:32752);EPSG:32752;http://www.opengis.net/def/crs/EPSG/0/32752
WGS 84 / UTM zone 53S (EPSG:32753);EPSG:32753;http://www.opengis.net/def/crs/EPSG/0/32753
WGS 84 / UTM zone 54S (EPSG:32754);EPSG:32754;http://www.opengis.net/def/crs/EPSG/0/32754
WGS 84 / UTM zone 55S (EPSG:32755);EPSG:32755;http://www.opengis.net/def/crs/EPSG/0/32755
WGS 84 / UTM zone 56S (EPSG:32756);EPSG:32756;http://www.opengis.net/def/crs/EPSG/0/32756
WGS 84 / UTM zone 57S (EPSG:32757);EPSG:32757;http://www.opengis.net/def/crs/EPSG/0/32757
WGS 84 / UTM zone 58S (EPSG:32758);EPSG:32758;http://www.opengis.net/def/crs/EPSG/0/32758
WGS 84 / UTM zone 59S (EPSG:32759);EPSG:32759;http://www.opengis.net/def/crs/EPSG/0/32759
WGS 84 / SCAR IMW SU06-10 (EPSG:3276);EPSG:3276;http://www.opengis.net/def/crs/EPSG/0/3276
WGS 84 / UTM zone 60S (EPSG:32760);EPSG:32760;http://www.opengis.net/def/crs/EPSG/0/32760
WGS 84 / UPS South (N,E) (EPSG:32761);EPSG:32761;http://www.opengis.net/def/crs/EPSG/0/32761
WGS 84 / TM 36 SE (EPSG:32766);EPSG:32766;http://www.opengis.net/def/crs/EPSG/0/32766
WGS 84 / SCAR IMW SU11-15 (EPSG:3277);EPSG:3277;http://www.opengis.net/def/crs/EPSG/0/3277
WGS 84 / SCAR IMW SU16-20 (EPSG:3278);EPSG:3278;http://www.opengis.net/def/crs/EPSG/0/3278
WGS 84 / SCAR IMW SU21-25 (EPSG:3279);EPSG:3279;http://www.opengis.net/def/crs/EPSG/0/3279
WGS 84 / SCAR IMW SU26-30 (EPSG:3280);EPSG:3280;http://www.opengis.net/def/crs/EPSG/0/3280
WGS 84 / SCAR IMW SU31-35 (EPSG:3281);EPSG:3281;http://www.opengis.net/def/crs/EPSG/0/3281
WGS 84 / SCAR IMW SU36-40 (EPSG:3282);EPSG:3282;http://www.opengis.net/def/crs/EPSG/0/3282
WGS 84 / SCAR IMW SU41-45 (EPSG:3283);EPSG:3283;http://www.opengis.net/def/crs/EPSG/0/3283
WGS 84 / SCAR IMW SU46-50 (EPSG:3284);EPSG:3284;http://www.opengis.net/def/crs/EPSG/0/3284
WGS 84 / SCAR IMW SU51-55 (EPSG:3285);EPSG:3285;http://www.opengis.net/def/crs/EPSG/0/3285
WGS 84 / SCAR IMW SU56-60 (EPSG:3286);EPSG:3286;http://www.opengis.net/def/crs/EPSG/0/3286
WGS 84 / SCAR IMW SV01-10 (EPSG:3287);EPSG:3287;http://www.opengis.net/def/crs/EPSG/0/3287
WGS 84 / SCAR IMW SV11-20 (EPSG:3288);EPSG:3288;http://www.opengis.net/def/crs/EPSG/0/3288
WGS 84 / SCAR IMW SV21-30 (EPSG:3289);EPSG:3289;http://www.opengis.net/def/crs/EPSG/0/3289
WGS 84 / SCAR IMW SV31-40 (EPSG:3290);EPSG:3290;http://www.opengis.net/def/crs/EPSG/0/3290
WGS 84 / SCAR IMW SV41-50 (EPSG:3291);EPSG:3291;http://www.opengis.net/def/crs/EPSG/0/3291
WGS 84 / SCAR IMW SV51-60 (EPSG:3292);EPSG:3292;http://www.opengis.net/def/crs/EPSG/0/3292
WGS 84 / SCAR IMW SW01-60 (EPSG:3293);EPSG:3293;http://www.opengis.net/def/crs/EPSG/0/3293
WGS 84 / USGS Transantarctic Mountains (EPSG:3294);EPSG:3294;http://www.opengis.net/def/crs/EPSG/0/3294
Guam 1963 / Yap Islands (EPSG:3295);EPSG:3295;http://www.opengis.net/def/crs/EPSG/0/3295
RGPF / UTM zone 5S (EPSG:3296);EPSG:3296;http://www.opengis.net/def/crs/EPSG/0/3296
RGPF / UTM zone 6S (EPSG:3297);EPSG:3297;http://www.opengis.net/def/crs/EPSG/0/3297
RGPF / UTM zone 7S (EPSG:3298);EPSG:3298;http://www.opengis.net/def/crs/EPSG/0/3298
RGPF / UTM zone 8S (EPSG:3299);EPSG:3299;http://www.opengis.net/def/crs/EPSG/0/3299
Estonian Coordinate System of 1992 (EPSG:3300);EPSG:3300;http://www.opengis.net/def/crs/EPSG/0/3300
Estonian Coordinate System of 1997 (EPSG:3301);EPSG:3301;http://www.opengis.net/def/crs/EPSG/0/3301
IGN63 Hiva Oa / UTM zone 7S (EPSG:3302);EPSG:3302;http://www.opengis.net/def/crs/EPSG/0/3302
Fatu Iva 72 / UTM zone 7S (EPSG:3303);EPSG:3303;http://www.opengis.net/def/crs/EPSG/0/3303
Tahiti 79 / UTM zone 6S (EPSG:3304);EPSG:3304;http://www.opengis.net/def/crs/EPSG/0/3304
Moorea 87 / UTM zone 6S (EPSG:3305);EPSG:3305;http://www.opengis.net/def/crs/EPSG/0/3305
Maupiti 83 / UTM zone 5S (EPSG:3306);EPSG:3306;http://www.opengis.net/def/crs/EPSG/0/3306
Nakhl-e Ghanem / UTM zone 39N (EPSG:3307);EPSG:3307;http://www.opengis.net/def/crs/EPSG/0/3307
GDA94 / NSW Lambert (EPSG:3308);EPSG:3308;http://www.opengis.net/def/crs/EPSG/0/3308
NAD27 / California Albers (EPSG:3309);EPSG:3309;http://www.opengis.net/def/crs/EPSG/0/3309
NAD83 / California Albers (EPSG:3310);EPSG:3310;http://www.opengis.net/def/crs/EPSG/0/3310
NAD83(HARN) / California Albers (EPSG:3311);EPSG:3311;http://www.opengis.net/def/crs/EPSG/0/3311
CSG67 / UTM zone 21N (EPSG:3312);EPSG:3312;http://www.opengis.net/def/crs/EPSG/0/3312
RGFG95 / UTM zone 21N (EPSG:3313);EPSG:3313;http://www.opengis.net/def/crs/EPSG/0/3313
Katanga 1955 / Katanga Lambert (EPSG:3314);EPSG:3314;http://www.opengis.net/def/crs/EPSG/0/3314
Katanga 1955 / Katanga TM (EPSG:3315);EPSG:3315;http://www.opengis.net/def/crs/EPSG/0/3315
Kasai 1953 / Congo TM zone 22 (EPSG:3316);EPSG:3316;http://www.opengis.net/def/crs/EPSG/0/3316
Kasai 1953 / Congo TM zone 24 (EPSG:3317);EPSG:3317;http://www.opengis.net/def/crs/EPSG/0/3317
IGC 1962 / Congo TM zone 12 (EPSG:3318);EPSG:3318;http://www.opengis.net/def/crs/EPSG/0/3318
IGC 1962 / Congo TM zone 14 (EPSG:3319);EPSG:3319;http://www.opengis.net/def/crs/EPSG/0/3319
IGC 1962 / Congo TM zone 16 (EPSG:3320);EPSG:3320;http://www.opengis.net/def/crs/EPSG/0/3320
IGC 1962 / Congo TM zone 18 (EPSG:3321);EPSG:3321;http://www.opengis.net/def/crs/EPSG/0/3321
IGC 1962 / Congo TM zone 20 (EPSG:3322);EPSG:3322;http://www.opengis.net/def/crs/EPSG/0/3322
IGC 1962 / Congo TM zone 22 (EPSG:3323);EPSG:3323;http://www.opengis.net/def/crs/EPSG/0/3323
IGC 1962 / Congo TM zone 24 (EPSG:3324);EPSG:3324;http://www.opengis.net/def/crs/EPSG/0/3324
IGC 1962 / Congo TM zone 26 (EPSG:3325);EPSG:3325;http://www.opengis.net/def/crs/EPSG/0/3325
IGC 1962 / Congo TM zone 28 (EPSG:3326);EPSG:3326;http://www.opengis.net/def/crs/EPSG/0/3326
IGC 1962 / Congo TM zone 30 (EPSG:3327);EPSG:3327;http://www.opengis.net/def/crs/EPSG/0/3327
Pulkovo 1942(58) / GUGiK-80 (EPSG:3328);EPSG:3328;http://www.opengis.net/def/crs/EPSG/0/3328
Pulkovo 1942(58) / 3-degree Gauss-Kruger zone 5 (EPSG:3329);EPSG:3329;http://www.opengis.net/def/crs/EPSG/0/3329
Pulkovo 1942(58) / 3-degree Gauss-Kruger zone 6 (EPSG:3330);EPSG:3330;http://www.opengis.net/def/crs/EPSG/0/3330
Pulkovo 1942(58) / 3-degree Gauss-Kruger zone 7 (EPSG:3331);EPSG:3331;http://www.opengis.net/def/crs/EPSG/0/3331
Pulkovo 1942(58) / 3-degree Gauss-Kruger zone 8 (EPSG:3332);EPSG:3332;http://www.opengis.net/def/crs/EPSG/0/3332
Pulkovo 1942(58) / Gauss-Kruger zone 3 (EPSG:3333);EPSG:3333;http://www.opengis.net/def/crs/EPSG/0/3333
Pulkovo 1942(58) / Gauss-Kruger zone 4 (EPSG:3334);EPSG:3334;http://www.opengis.net/def/crs/EPSG/0/3334
Pulkovo 1942(58) / Gauss-Kruger zone 5 (EPSG:3335);EPSG:3335;http://www.opengis.net/def/crs/EPSG/0/3335
IGN 1962 Kerguelen / UTM zone 42S (EPSG:3336);EPSG:3336;http://www.opengis.net/def/crs/EPSG/0/3336
Le Pouce 1934 / Mauritius Grid (EPSG:3337);EPSG:3337;http://www.opengis.net/def/crs/EPSG/0/3337
NAD83 / Alaska Albers (EPSG:3338);EPSG:3338;http://www.opengis.net/def/crs/EPSG/0/3338
IGCB 1955 / Congo TM zone 12 (EPSG:3339);EPSG:3339;http://www.opengis.net/def/crs/EPSG/0/3339
IGCB 1955 / Congo TM zone 14 (EPSG:3340);EPSG:3340;http://www.opengis.net/def/crs/EPSG/0/3340
IGCB 1955 / Congo TM zone 16 (EPSG:3341);EPSG:3341;http://www.opengis.net/def/crs/EPSG/0/3341
IGCB 1955 / UTM zone 33S (EPSG:3342);EPSG:3342;http://www.opengis.net/def/crs/EPSG/0/3342
Mauritania 1999 / UTM zone 28N (EPSG:3343);EPSG:3343;http://www.opengis.net/def/crs/EPSG/0/3343
Mauritania 1999 / UTM zone 29N (EPSG:3344);EPSG:3344;http://www.opengis.net/def/crs/EPSG/0/3344
Mauritania 1999 / UTM zone 30N (EPSG:3345);EPSG:3345;http://www.opengis.net/def/crs/EPSG/0/3345
LKS94 / Lithuania TM (EPSG:3346);EPSG:3346;http://www.opengis.net/def/crs/EPSG/0/3346
NAD83 / Statistics Canada Lambert (EPSG:3347);EPSG:3347;http://www.opengis.net/def/crs/EPSG/0/3347
NAD83(CSRS) / Statistics Canada Lambert (EPSG:3348);EPSG:3348;http://www.opengis.net/def/crs/EPSG/0/3348
WGS 84 / PDC Mercator (EPSG:3349);EPSG:3349;http://www.opengis.net/def/crs/EPSG/0/3349
Pulkovo 1942 / CS63 zone C0 (EPSG:3350);EPSG:3350;http://www.opengis.net/def/crs/EPSG/0/3350
Pulkovo 1942 / CS63 zone C1 (EPSG:3351);EPSG:3351;http://www.opengis.net/def/crs/EPSG/0/3351
Pulkovo 1942 / CS63 zone C2 (EPSG:3352);EPSG:3352;http://www.opengis.net/def/crs/EPSG/0/3352
Mhast (onshore) / UTM zone 32S (EPSG:3353);EPSG:3353;http://www.opengis.net/def/crs/EPSG/0/3353
Mhast (offshore) / UTM zone 32S (EPSG:3354);EPSG:3354;http://www.opengis.net/def/crs/EPSG/0/3354
Egypt Gulf of Suez S-650 TL / Red Belt (EPSG:3355);EPSG:3355;http://www.opengis.net/def/crs/EPSG/0/3355
Grand Cayman 1959 / UTM zone 17N (EPSG:3356);EPSG:3356;http://www.opengis.net/def/crs/EPSG/0/3356
Little Cayman 1961 / UTM zone 17N (EPSG:3357);EPSG:3357;http://www.opengis.net/def/crs/EPSG/0/3357
NAD83(HARN) / North Carolina (EPSG:3358);EPSG:3358;http://www.opengis.net/def/crs/EPSG/0/3358
NAD83(HARN) / North Carolina (ftUS) (EPSG:3359);EPSG:3359;http://www.opengis.net/def/crs/EPSG/0/3359
NAD83(HARN) / South Carolina (EPSG:3360);EPSG:3360;http://www.opengis.net/def/crs/EPSG/0/3360
NAD83(HARN) / South Carolina (ft) (EPSG:3361);EPSG:3361;http://www.opengis.net/def/crs/EPSG/0/3361
NAD83(HARN) / Pennsylvania North (EPSG:3362);EPSG:3362;http://www.opengis.net/def/crs/EPSG/0/3362
NAD83(HARN) / Pennsylvania North (ftUS) (EPSG:3363);EPSG:3363;http://www.opengis.net/def/crs/EPSG/0/3363
NAD83(HARN) / Pennsylvania South (EPSG:3364);EPSG:3364;http://www.opengis.net/def/crs/EPSG/0/3364
NAD83(HARN) / Pennsylvania South (ftUS) (EPSG:3365);EPSG:3365;http://www.opengis.net/def/crs/EPSG/0/3365
Hong Kong 1963 Grid System (EPSG:3366);EPSG:3366;http://www.opengis.net/def/crs/EPSG/0/3366
IGN Astro 1960 / UTM zone 28N (EPSG:3367);EPSG:3367;http://www.opengis.net/def/crs/EPSG/0/3367
IGN Astro 1960 / UTM zone 29N (EPSG:3368);EPSG:3368;http://www.opengis.net/def/crs/EPSG/0/3368
IGN Astro 1960 / UTM zone 30N (EPSG:3369);EPSG:3369;http://www.opengis.net/def/crs/EPSG/0/3369
NAD27 / UTM zone 59N (EPSG:3370);EPSG:3370;http://www.opengis.net/def/crs/EPSG/0/3370
NAD27 / UTM zone 60N (EPSG:3371);EPSG:3371;http://www.opengis.net/def/crs/EPSG/0/3371
NAD83 / UTM zone 59N (EPSG:3372);EPSG:3372;http://www.opengis.net/def/crs/EPSG/0/3372
NAD83 / UTM zone 60N (EPSG:3373);EPSG:3373;http://www.opengis.net/def/crs/EPSG/0/3373
FD54 / UTM zone 29N (EPSG:3374);EPSG:3374;http://www.opengis.net/def/crs/EPSG/0/3374
GDM2000 / Peninsula RSO (EPSG:3375);EPSG:3375;http://www.opengis.net/def/crs/EPSG/0/3375
GDM2000 / East Malaysia BRSO (EPSG:3376);EPSG:3376;http://www.opengis.net/def/crs/EPSG/0/3376
GDM2000 / Johor Grid (EPSG:3377);EPSG:3377;http://www.opengis.net/def/crs/EPSG/0/3377
GDM2000 / Sembilan and Melaka Grid (EPSG:3378);EPSG:3378;http://www.opengis.net/def/crs/EPSG/0/3378
GDM2000 / Pahang Grid (EPSG:3379);EPSG:3379;http://www.opengis.net/def/crs/EPSG/0/3379
GDM2000 / Selangor Grid (EPSG:3380);EPSG:3380;http://www.opengis.net/def/crs/EPSG/0/3380
GDM2000 / Terengganu Grid (EPSG:3381);EPSG:3381;http://www.opengis.net/def/crs/EPSG/0/3381
GDM2000 / Pinang Grid (EPSG:3382);EPSG:3382;http://www.opengis.net/def/crs/EPSG/0/3382
GDM2000 / Kedah and Perlis Grid (EPSG:3383);EPSG:3383;http://www.opengis.net/def/crs/EPSG/0/3383
GDM2000 / Perak Grid (EPSG:3384);EPSG:3384;http://www.opengis.net/def/crs/EPSG/0/3384
GDM2000 / Kelantan Grid (EPSG:3385);EPSG:3385;http://www.opengis.net/def/crs/EPSG/0/3385
KKJ / Finland zone 0 (EPSG:3386);EPSG:3386;http://www.opengis.net/def/crs/EPSG/0/3386
KKJ / Finland zone 5 (EPSG:3387);EPSG:3387;http://www.opengis.net/def/crs/EPSG/0/3387
Pulkovo 1942 / Caspian Sea Mercator (EPSG:3388);EPSG:3388;http://www.opengis.net/def/crs/EPSG/0/3388
Pulkovo 1942 / 3-degree Gauss-Kruger zone 60 (EPSG:3389);EPSG:3389;http://www.opengis.net/def/crs/EPSG/0/3389
Pulkovo 1995 / 3-degree Gauss-Kruger zone 60 (EPSG:3390);EPSG:3390;http://www.opengis.net/def/crs/EPSG/0/3390
Karbala 1979 / UTM zone 37N (EPSG:3391);EPSG:3391;http://www.opengis.net/def/crs/EPSG/0/3391
Karbala 1979 / UTM zone 38N (EPSG:3392);EPSG:3392;http://www.opengis.net/def/crs/EPSG/0/3392
Karbala 1979 / UTM zone 39N (EPSG:3393);EPSG:3393;http://www.opengis.net/def/crs/EPSG/0/3393
Nahrwan 1934 / Iraq zone (EPSG:3394);EPSG:3394;http://www.opengis.net/def/crs/EPSG/0/3394
WGS 84 / World Mercator (EPSG:3395);EPSG:3395;http://www.opengis.net/def/crs/EPSG/0/3395
PD/83 / 3-degree Gauss-Kruger zone 3 (EPSG:3396);EPSG:3396;http://www.opengis.net/def/crs/EPSG/0/3396
PD/83 / 3-degree Gauss-Kruger zone 4 (EPSG:3397);EPSG:3397;http://www.opengis.net/def/crs/EPSG/0/3397
RD/83 / 3-degree Gauss-Kruger zone 4 (EPSG:3398);EPSG:3398;http://www.opengis.net/def/crs/EPSG/0/3398
RD/83 / 3-degree Gauss-Kruger zone 5 (EPSG:3399);EPSG:3399;http://www.opengis.net/def/crs/EPSG/0/3399
NAD83 / Alberta 10-TM (Forest) (EPSG:3400);EPSG:3400;http://www.opengis.net/def/crs/EPSG/0/3400
NAD83 / Alberta 10-TM (Resource) (EPSG:3401);EPSG:3401;http://www.opengis.net/def/crs/EPSG/0/3401
NAD83(CSRS) / Alberta 10-TM (Forest) (EPSG:3402);EPSG:3402;http://www.opengis.net/def/crs/EPSG/0/3402
NAD83(CSRS) / Alberta 10-TM (Resource) (EPSG:3403);EPSG:3403;http://www.opengis.net/def/crs/EPSG/0/3403
NAD83(HARN) / North Carolina (ftUS) (EPSG:3404);EPSG:3404;http://www.opengis.net/def/crs/EPSG/0/3404
VN-2000 / UTM zone 48N (EPSG:3405);EPSG:3405;http://www.opengis.net/def/crs/EPSG/0/3405
VN-2000 / UTM zone 49N (EPSG:3406);EPSG:3406;http://www.opengis.net/def/crs/EPSG/0/3406
Hong Kong 1963 Grid System (EPSG:3407);EPSG:3407;http://www.opengis.net/def/crs/EPSG/0/3407
NSIDC EASE-Grid North (EPSG:3408);EPSG:3408;http://www.opengis.net/def/crs/EPSG/0/3408
NSIDC EASE-Grid South (EPSG:3409);EPSG:3409;http://www.opengis.net/def/crs/EPSG/0/3409
NSIDC EASE-Grid Global (EPSG:3410);EPSG:3410;http://www.opengis.net/def/crs/EPSG/0/3410
NSIDC Sea Ice Polar Stereographic North (EPSG:3411);EPSG:3411;http://www.opengis.net/def/crs/EPSG/0/3411
NSIDC Sea Ice Polar Stereographic South (EPSG:3412);EPSG:3412;http://www.opengis.net/def/crs/EPSG/0/3412
WGS 84 / NSIDC Sea Ice Polar Stereographic North (EPSG:3413);EPSG:3413;http://www.opengis.net/def/crs/EPSG/0/3413
SVY21 / Singapore TM (EPSG:3414);EPSG:3414;http://www.opengis.net/def/crs/EPSG/0/3414
WGS 72BE / South China Sea Lambert (EPSG:3415);EPSG:3415;http://www.opengis.net/def/crs/EPSG/0/3415
ETRS89 / Austria Lambert (EPSG:3416);EPSG:3416;http://www.opengis.net/def/crs/EPSG/0/3416
NAD83 / Iowa North (ftUS) (EPSG:3417);EPSG:3417;http://www.opengis.net/def/crs/EPSG/0/3417
NAD83 / Iowa South (ftUS) (EPSG:3418);EPSG:3418;http://www.opengis.net/def/crs/EPSG/0/3418
NAD83 / Kansas North (ftUS) (EPSG:3419);EPSG:3419;http://www.opengis.net/def/crs/EPSG/0/3419
NAD83 / Kansas South (ftUS) (EPSG:3420);EPSG:3420;http://www.opengis.net/def/crs/EPSG/0/3420
NAD83 / Nevada East (ftUS) (EPSG:3421);EPSG:3421;http://www.opengis.net/def/crs/EPSG/0/3421
NAD83 / Nevada Central (ftUS) (EPSG:3422);EPSG:3422;http://www.opengis.net/def/crs/EPSG/0/3422
NAD83 / Nevada West (ftUS) (EPSG:3423);EPSG:3423;http://www.opengis.net/def/crs/EPSG/0/3423
NAD83 / New Jersey (ftUS) (EPSG:3424);EPSG:3424;http://www.opengis.net/def/crs/EPSG/0/3424
NAD83(HARN) / Iowa North (ftUS) (EPSG:3425);EPSG:3425;http://www.opengis.net/def/crs/EPSG/0/3425
NAD83(HARN) / Iowa South (ftUS) (EPSG:3426);EPSG:3426;http://www.opengis.net/def/crs/EPSG/0/3426
NAD83(HARN) / Kansas North (ftUS) (EPSG:3427);EPSG:3427;http://www.opengis.net/def/crs/EPSG/0/3427
NAD83(HARN) / Kansas South (ftUS) (EPSG:3428);EPSG:3428;http://www.opengis.net/def/crs/EPSG/0/3428
NAD83(HARN) / Nevada East (ftUS) (EPSG:3429);EPSG:3429;http://www.opengis.net/def/crs/EPSG/0/3429
NAD83(HARN) / Nevada Central (ftUS) (EPSG:3430);EPSG:3430;http://www.opengis.net/def/crs/EPSG/0/3430
NAD83(HARN) / Nevada West (ftUS) (EPSG:3431);EPSG:3431;http://www.opengis.net/def/crs/EPSG/0/3431
NAD83(HARN) / New Jersey (ftUS) (EPSG:3432);EPSG:3432;http://www.opengis.net/def/crs/EPSG/0/3432
NAD83 / Arkansas North (ftUS) (EPSG:3433);EPSG:3433;http://www.opengis.net/def/crs/EPSG/0/3433
NAD83 / Arkansas South (ftUS) (EPSG:3434);EPSG:3434;http://www.opengis.net/def/crs/EPSG/0/3434
NAD83 / Illinois East (ftUS) (EPSG:3435);EPSG:3435;http://www.opengis.net/def/crs/EPSG/0/3435
NAD83 / Illinois West (ftUS) (EPSG:3436);EPSG:3436;http://www.opengis.net/def/crs/EPSG/0/3436
NAD83 / New Hampshire (ftUS) (EPSG:3437);EPSG:3437;http://www.opengis.net/def/crs/EPSG/0/3437
NAD83 / Rhode Island (ftUS) (EPSG:3438);EPSG:3438;http://www.opengis.net/def/crs/EPSG/0/3438
PSD93 / UTM zone 39N (EPSG:3439);EPSG:3439;http://www.opengis.net/def/crs/EPSG/0/3439
PSD93 / UTM zone 40N (EPSG:3440);EPSG:3440;http://www.opengis.net/def/crs/EPSG/0/3440
NAD83(HARN) / Arkansas North (ftUS) (EPSG:3441);EPSG:3441;http://www.opengis.net/def/crs/EPSG/0/3441
NAD83(HARN) / Arkansas South (ftUS) (EPSG:3442);EPSG:3442;http://www.opengis.net/def/crs/EPSG/0/3442
NAD83(HARN) / Illinois East (ftUS) (EPSG:3443);EPSG:3443;http://www.opengis.net/def/crs/EPSG/0/3443
NAD83(HARN) / Illinois West (ftUS) (EPSG:3444);EPSG:3444;http://www.opengis.net/def/crs/EPSG/0/3444
NAD83(HARN) / New Hampshire (ftUS) (EPSG:3445);EPSG:3445;http://www.opengis.net/def/crs/EPSG/0/3445
